word,n_entries,n_senses_total,wn_senses
ceramics,1,2,2
cereal,1,3,4
cerebral,1,2,2
cerebration,1,2,1
ceremonious,1,2,2
ceremony,1,4,3
certainly,1,3,1
certainty,1,2,2
certifiable,1,2,2
certify,1,4,5
cesspit,1,2,1
chain reaction,1,2,0
chain stitch,1,2,0
chairman,1,2,2
chairmanship,1,2,1
chalet,1,3,1
chalk out,1,2,0
chalk up,1,2,0
challenging,1,2,7
chamber,1,5,6
chambers,1,2,7
chameleon,1,2,3
championship,1,3,3
chancellery,1,4,1
chancellor,1,3,3
chancery,1,4,2
changeable,1,2,4
changeling,1,2,2
change into,1,2,0
chantry,1,2,2
chaos,1,2,4
chaplaincy,1,2,1
chaplet,1,3,1
chapter,1,6,5
characterize,1,2,2
charcoal,1,2,6
chard,1,2,2
chargeable,1,2,1
charged,1,2,29
charge with,1,2,0
charisma,1,2,1
charismatic,1,2,1
charitable,1,4,3
charity,1,8,5
charmer,1,2,2
chassis,1,4,3
chaste,1,2,3
chasten,1,2,3
chastise,1,2,1
chatelaine,1,2,2
chattel,1,2,1
chatty,1,2,2
chauvinism,1,2,2
cheapen,1,2,1
cheap - jack,1,2,0
checkerboard,1,2,1
checkout,1,2,3
checkroom,1,2,1
check in,1,2,0
check out,1,3,0
cheerful,1,3,2
cheerio,1,2,1
cheers,1,3,7
cheesecake,1,2,2
cheesecloth,1,2,1
cheese,1,3,4
chem,1,3,0
chemist,1,3,2
chemistry,1,2,3
chenille,1,2,2
cheque,1,4,2
chequer,1,2,3
cherish,1,2,1
cheroot,1,2,1
chervil,1,2,2
chesterfield,1,2,3
chest,1,4,4
chesty,1,2,2
chevalier,1,3,2
chiaroscuro,1,3,1
chicanery,1,2,1
chichi,1,2,3
chick,1,3,2
chickpea,1,2,3
chicory,1,3,4
chiefly,1,2,1
chief of staff,1,2,0
chiffonier,1,2,1
childhood,1,2,2
childish,1,2,1
child,1,8,4
child's play,1,2,0
chiller,1,2,1
chilli,1,3,1
chilly,1,2,4
chime in,1,2,0
chimera,1,3,2
chimney,1,3,2
chimneystack,1,2,1
china,1,3,4
chinchilla,1,3,3
chine,1,2,3
chinless,1,3,1
chinook,1,2,5
chin,1,2,3
chip away,1,2,0
chip in,1,2,0
chivalrous,1,3,1
chivalry,1,4,2
chive,1,2,1
chloride,1,2,2
choir,1,2,4
choke down,1,2,0
choke off,1,2,0
choker,1,2,4
choose,1,3,3
chopper,1,4,4
choppy,1,3,2
chorale,1,2,1
chore,1,2,1
chowder,1,2,1
christen,1,4,1
Christendom,1,2,1
Christianity,1,3,2
Christmas,1,2,2
chromatic,1,2,3
chrome,1,3,3
chronic,1,3,3
chronology,1,3,3
chrysanthemum,1,2,2
chuck out,1,2,0
chump,1,4,1
chunk,1,2,4
chunky,1,3,2
churl,1,2,3
chute,1,3,3
cider,1,3,1
cinder,1,3,1
cinema,1,4,2
circuit,1,10,8
circulate,1,3,8
circulation,1,3,6
circumference,1,2,3
circumlocution,1,2,2
circumscribe,1,3,3
circumspect,1,2,1
circumstance,1,2,4
circumstances,1,4,6
circumstantial,1,3,1
circumvent,1,2,3
circus,1,6,6
citadel,1,2,1
citation,1,4,6
cite,1,4,8
citizen,1,2,1
citron,1,3,2
city,1,2,3
city hall,1,2,0
civet,1,2,1
civic,1,2,2
civility,1,2,2
civilization,1,4,4
civilize,1,2,2
civilly,1,2,1
civil,1,4,6
civil law,1,3,0
civil marriage,1,3,0
civil service,1,2,0
clack,1,3,5
clambake,1,2,1
clan,1,2,1
clanger,1,2,1
clapped - out,1,2,0
clapper,1,4,3
claptrap,1,2,1
clarify,1,2,2
clarion,1,2,4
classical,1,6,6
classicism,1,3,1
classicist,1,2,2
classification,1,3,4
classified,1,2,6
classify,1,2,3
classless,1,2,1
class - conscious,1,2,0
class struggle,1,2,0
clause,1,2,2
claymore,1,2,2
cleaner,1,4,21
cleaner's,1,2,0
cleanse,1,2,2
cleanup,1,2,3
clean - cut,1,3,0
clean out,1,2,0
clean up,1,3,0
clearance,1,3,3
clearing,1,2,27
clearly,1,2,4
clear - cut,1,2,0
clear off,1,2,0
clear out,1,3,0
clear - sighted,1,2,0
clear up,1,3,0
cleat,1,3,5
cleavage,1,4,5
cleave,1,4,3
cleft palate,1,2,0
clemency,1,2,2
clement,1,2,2
clench,1,2,4
clerical,1,2,3
clever,1,6,3
client,1,2,3
cliffhanger,1,2,2
climacteric,1,2,2
climate,1,2,2
climber,1,2,5
cling,1,3,4
clinging,1,2,3
clinic,1,3,3
clinical,1,3,2
clinker,1,2,4
clipper,1,3,4
clipping,1,2,8
cloaca,1,2,2
cloakroom,1,2,2
cloche,1,2,2
clock in,1,2,0
clock out,1,2,0
clock up,1,3,0
clockwork,1,2,1
clod,1,2,2
clodhopper,1,2,1
closedown,1,2,1
closed,1,3,26
closed book,1,2,0
closed circuit,1,2,0
close - cropped,1,2,0
close in,1,2,0
close thing,1,2,0
close - up,1,2,0
close up,1,2,0
close with,1,3,0
closure,1,2,8
cloth,1,3,1
clothe,1,2,3
clotheshorse,1,2,2
cloudy,1,3,3
clover,1,2,1
cloverleaf,1,2,1
clubfoot,1,2,1
clumsy,1,3,4
c,1,4,13
coalbunker,1,2,0
coalhole,1,2,1
coalition,1,2,3
coarse,1,4,3
coaster,1,4,3
coating,1,2,7
coat tails,1,2,0
coax,1,2,2
cob,1,4,4
cobbler,1,2,3
cobweb,1,4,3
cochineal,1,2,2
cockatoo,1,2,1
cocked hat,1,2,0
cockeyed,1,2,3
cockhorse,1,2,1
cockle,1,3,4
cockleshell,1,2,1
cockpit,1,3,3
cockscomb,1,3,4
cocktail,1,2,2
cock - a - hoop,1,2,0
cock - up,1,2,0
cocoa,1,2,2
coconut,1,2,3
coda,1,2,1
coddle,1,2,2
coefficient,1,2,1
coerce,1,3,1
coercion,1,2,2
coexist,1,2,2
coexistence,1,2,1
coffee,1,2,4
coffee shop,1,2,0
coffer,1,3,2
coffin,1,2,2
cog,1,2,4
cognomen,1,2,2
cohere,1,2,3
cohesion,1,2,3
cohesive,1,2,2
cohort,1,3,3
coinage,1,5,3
coincide,1,2,3
coincidence,1,2,3
coincident,1,2,2
cold - blooded,1,3,0
cold storage,1,2,0
coley,1,2,0
colicky,1,2,1
collaborate,1,2,2
collage,1,2,2
collate,1,2,2
collation,1,2,3
collection,1,6,4
collector,1,2,4
college,1,6,3
collegiate,1,2,1
collide,1,2,3
collier,1,2,1
collocation,1,2,2
colloquialism,1,2,1
colony,1,5,6
coloration,1,2,3
coloratura,1,3,2
colossally,1,2,0
colourful,1,2,2
colouring,1,3,9
colourless,1,3,2
colours,1,10,16
colt,1,2,2
coltish,1,2,1
column,1,6,9
comatose,1,3,2
comber,1,2,3
combination,1,8,7
comb out,1,4,0
combustion,1,2,3
comeback,1,2,2
comedian,1,3,2
comedown,1,2,1
comedy,1,4,2
comer,1,2,2
come about,1,2,0
come again,1,2,0
come along,1,5,0
come around,1,2,0
come at,1,3,0
come away,1,2,0
come back,1,3,0
come before,1,2,0
come by,1,3,0
come down,1,10,0
come down on,1,3,0
come forward,1,2,0
come in,1,9,0
come in for,1,2,0
come into,1,3,0
come of,1,3,0
come - on,1,2,0
come out,1,12,0
come out with,1,2,0
come round,1,8,0
come under,1,5,0
come up,1,7,0
comfortable,1,5,5
comforter,1,3,4
comics,1,2,2
comity,1,2,1
comity of nations,1,2,0
commander,1,2,4
commanding,1,3,6
commandment,1,2,2
commemorate,1,2,3
commemoration,1,3,2
commencement,1,2,3
commend,1,2,5
commendation,1,2,2
commensurable,1,2,1
commensurate,1,2,1
commentary,1,2,1
commentate,1,2,2
commissar,1,2,1
commissariat,1,3,1
commissary,1,3,2
commissioner,1,5,2
commitment,1,4,5
committed,1,2,8
commit,1,6,6
commit to,1,2,0
commode,1,3,2
commodious,1,2,1
commodity,1,2,1
commodore,1,3,1
commonly,1,2,1
commons,1,3,5
Commons,1,2,5
common ground,1,3,0
common - law,1,2,0
common law,1,2,0
commonweal,1,2,1
commonwealth,1,2,4
Commonwealth,1,3,4
commotion,1,2,3
communal,1,4,2
communicate,1,5,7
communication,1,3,3
communion,1,4,3
Communism,1,3,2
community,1,6,6
commutation,1,4,4
commute,1,3,6
companion,1,6,4
company,1,13,10
comparable,1,2,2
comparatively,1,2,1
comparison,1,4,3
compeer,1,2,1
compel,1,2,2
compensation,1,2,3
competence,1,3,1
competent,1,3,3
competition,1,4,4
competitive,1,2,3
compilation,1,2,2
compile,1,2,3
complain,1,2,2
complaint,1,6,5
completion,1,3,2
complexion,1,2,6
compliance,1,2,3
complicate,1,3,2
complicated,1,2,3
complication,1,4,5
complimentary,1,2,2
compose,1,6,6
composition,1,7,9
comprehend,1,2,3
comprehension,1,3,2
compression,1,2,4
comprise,1,2,3
compulsion,1,2,3
computerize,1,2,3
comrade,1,3,3
concatenation,1,3,4
concavity,1,2,2
concealment,1,2,3
concede,1,3,4
conceit,1,2,5
conceive,1,2,3
concentrated,1,2,13
concentration,1,4,7
conception,1,3,4
concerned,1,5,5
concerted,1,2,3
concert,1,2,3
concert pitch,1,2,0
concession,1,3,3
conch,1,2,1
conclave,1,2,1
conclude,1,3,5
conclusion,1,7,9
concoct,1,2,4
concoction,1,2,4
concomitance,1,2,1
concord,1,3,10
concordance,1,2,3
concourse,1,2,3
concur,1,2,2
concurrence,1,3,4
concurrent,1,3,1
concussion,1,2,2
condemn,1,6,6
condemnation,1,3,5
condensation,1,3,6
condense,1,2,7
condescend,1,2,4
conditions,1,3,16
condominium,1,3,2
conductor,1,4,4
cone,1,3,5
confectionery,1,3,3
confederacy,1,2,4
confederation,1,2,3
confer,1,2,2
confess,1,5,3
confession,1,4,5
confessional,1,2,1
confidence,1,6,5
confidential,1,3,4
confide to,1,2,0
confine,1,3,6
confinement,1,2,4
confirm,1,3,5
confirmation,1,3,5
confiscatory,1,2,0
confluence,1,2,3
conformable,1,3,3
conformity,1,2,5
confounded,1,2,3
confound,1,4,2
confrontation,1,2,5
confuse,1,3,5
confusion,1,3,5
conga,1,2,3
cong *31,1,2,0
congenial,1,2,2
conger eel,1,2,0
congest,1,2,1
congestion,1,2,2
conglomerate,1,3,4
congratulate,1,2,4
congregation,1,2,3
congress,1,4,4
Congress,1,3,4
congressman,1,2,1
congruent,1,2,2
congruity,1,2,1
conjugation,1,4,6
conjunction,1,5,6
conjurer,1,2,2
conjure up,1,3,0
conk out,1,2,0
connect,1,5,11
connected,1,4,16
connection,1,9,9
connective,1,2,3
conning tower,1,2,0
conquer,1,4,3
conquest,1,4,3
conscience,1,6,3
conscious,1,4,3
consciousness,1,4,2
consecrate,1,2,5
consecration,1,2,2
consequence,1,3,3
consequential,1,2,1
conservation,1,2,3
conservatism,1,3,1
conservatory,1,2,3
consider,1,3,9
consideration,1,10,6
considered,1,3,10
consign,1,2,3
consignment,1,3,3
consistency,1,2,4
consistent,1,2,4
consistory,1,2,1
consolation,1,2,2
consolidate,1,2,5
consonance,1,3,2
consort with,1,2,0
conspiracy,1,2,3
conspire,1,2,2
constable,1,3,3
constancy,1,2,3
constellation,1,2,2
constipate,1,2,2
constituency,1,2,1
constitute,1,3,4
constitution,1,4,5
constraint,1,3,3
constriction,1,3,4
constrictor,1,2,1
construction,1,5,7
construe,1,2,1
consul,1,3,1
consulate,1,2,1
consultant,1,2,1
consultation,1,2,3
consulting,1,2,4
consult,1,2,4
consume,1,4,6
consummation,1,2,2
consumption,1,3,4
cont .,1,4,0
contagion,1,3,3
contagious,1,4,2
contain,1,3,6
container,1,2,1
contamination,1,3,3
contemplate,1,3,4
contempt,1,3,4
contend,1,2,6
contention,1,2,3
contentious,1,2,2
contents,1,3,10
context,1,2,2
contiguous,1,2,3
continuance,1,2,3
continuation,1,2,4
continue,1,6,10
continuity,1,3,3
continuum,1,2,1
contortion,1,2,2
contra -,1,2,0
contraction,1,3,4
contradict,1,2,4
contradiction,1,3,3
contradictory,1,2,5
contrariety,1,2,1
contravene,1,2,2
contribute,1,3,4
contribution,1,2,5
contributory,1,2,1
contrivance,1,3,6
contrive,1,3,3
controller,1,2,3
contumely,1,2,1
contusion,1,2,2
convenience,1,6,4
convenient,1,2,2
convention,1,3,5
conventional,1,2,7
conventionality,1,2,3
conversion,1,4,9
converter,1,4,1
convexity,1,2,2
convey,1,3,7
conveyance,1,3,5
conveyer,1,2,2
conviction,1,3,2
convinced,1,2,3
convivial,1,2,1
convocation,1,3,2
convoluted,1,2,4
convolution,1,2,3
cony,1,2,3
cooker,1,2,1
cookie,1,5,3
cooler,1,2,9
coon,1,2,3
cooperation,1,3,2
coordination,1,2,4
coot,1,3,1
copingstone,1,2,0
copious,1,2,2
copper - bottomed,1,2,0
copperplate,1,3,3
copulate,1,2,1
copybook,1,2,1
copycat,1,2,1
copyhold,1,2,1
coquetry,1,2,1
cordage,1,2,2
cordially,1,2,1
cordon,1,3,3
cordon bleu,1,2,0
coriander,1,2,3
corked,1,2,3
corker,1,3,2
corkscrew,1,2,2
cornerstone,1,2,3
cornet,1,3,1
cornice,1,2,4
corollary,1,2,2
coronary,1,2,2
coronet,1,2,2
Corp .,1,2,0
corporate,1,3,4
corporation,1,3,2
corporeal,1,2,2
corps,1,3,3
correction,1,3,7
correlation,1,3,3
correlative,1,2,3
correspond,1,3,4
correspondence,1,3,5
corridor,1,2,1
corroboration,1,2,1
corroboree,1,2,0
corrosion,1,2,2
corrosive,1,3,3
corrugation,1,2,2
corruption,1,4,6
corsage,1,2,1
corsair,1,2,2
cortex,1,2,3
coruscate,1,2,2
corvette,1,2,1
cosmogony,1,2,1
cosmology,1,2,2
costly,1,2,2
costs,1,2,6
costume,1,3,6
cotillion,1,3,2
cotton,1,3,5
counsellor,1,2,3
countermand,1,2,2
counterpoint,1,2,3
counter -,1,3,0
countess,1,2,10
count on,1,2,0
count out,1,4,0
countryman,1,2,2
county,1,3,2
county court,1,2,0
coup,1,3,2
couple with,1,2,0
coupon,1,3,2
courage,1,3,1
courier,1,2,1
courtesy,1,3,3
courtship,1,2,1
cousin,1,2,1
coverage,1,2,3
cover point,1,2,0
covey,1,2,2
cowboy,1,2,3
cowhand,1,2,1
cowhide,1,3,4
cowl,1,4,3
co -,1,2,0
coxcomb,1,2,3
crabbed,1,3,5
crab apple,1,2,0
cracker,1,5,5
crackling,1,2,5
craggy,1,2,1
cram,1,4,4
crammer,1,2,4
cramped,1,2,5
crampon,1,2,2
cranberry,1,2,2
cranky,1,3,2
crape,1,2,4
craps,1,2,5
crass,1,2,1
crater,1,3,3
crave,1,2,2
crawler,1,2,3
crayfish,1,2,4
crazy,1,4,6
cream puff,1,2,0
creamy,1,2,2
create,1,3,6
creation,1,4,6
creative,1,2,2
creature,1,5,3
credit with,1,2,0
credo,1,2,1
creed,1,2,2
creek,1,3,2
creeper,1,3,3
creepers,1,2,3
creole,1,6,5
crepe,1,4,4
cr *B3 che,1,2,0
crepuscular,1,2,1
crest,1,4,7
cretaceous,1,2,3
cretin,1,2,1
crier,1,3,3
crime,1,4,2
crimp,1,2,5
cringe,1,3,2
crinkly,1,2,1
crisis,1,2,2
critic,1,2,3
critical,1,6,7
criticism,1,4,3
criticize,1,2,2
critique,1,2,3
crocodile,1,3,1
croft,1,2,1
cromlech,1,2,1
crooked,1,2,5
croon,1,3,1
crop up,1,2,0
crossing,1,4,15
crossover,1,2,4
crossroads,1,2,4
cross -,1,3,0
cross - examine,1,2,0
cross - fertilize,1,2,0
cross - grained,1,2,0
cross - legged,1,2,0
cross - purposes,1,2,0
cross - section,1,2,0
cross - stitch,1,2,0
cross talk,1,2,0
crosswise,1,2,4
crotch,1,3,3
crotchet,1,3,4
crotchety,1,2,1
crowded,1,2,5
crown princess,1,2,0
crow's foot,1,2,0
crucible,1,3,1
crucifixion,1,2,3
crucify,1,2,4
crudity,1,2,2
cruel,1,2,1
cruelty,1,2,3
cruet,1,2,1
cruiser,1,2,3
crumb,1,3,6
crummy,1,2,1
crumpet,1,2,1
crumple,1,2,4
crust,1,5,4
crusty,1,2,2
crutch,1,3,2
crystalline,1,2,3
crystallize,1,3,4
crystal,1,5,6
cubic,1,2,1
cub,1,3,4
cucumber,1,2,2
cud,1,2,2
cul - de - sac,1,2,0
cult,1,3,5
cultivate,1,4,4
cultivated,1,2,7
cultivation,1,2,5
cultivator,1,2,2
culture,1,6,8
cultured,1,2,2
culvert,1,2,1
cumin,1,2,2
cunt,1,2,2
curator,1,2,1
cur,1,2,2
curfew,1,3,3
curia,1,2,1
curiosity,1,2,2
curious,1,4,3
currant,1,3,3
currency,1,2,3
cursed,1,2,6
curvature,1,2,3
cusp,1,2,3
cussed,1,2,2
custard,1,2,1
custodian,1,2,1
custody,1,3,3
custom,1,3,5
customer,1,2,1
customs,1,3,5
cutlass,1,2,2
cutlet,1,2,1
cutoff,1,2,3
cutout,1,2,3
cutter,1,4,6
cut across,1,3,0
cut - and - dried,1,2,0
cut back,1,2,0
cut down,1,7,0
cut in,1,2,0
cut off,1,5,0
cut out,1,12,0
cut - price,1,2,0
cut up,1,4,0
- cide,1,2,0
- cracy,1,3,0
- craft,1,3,0
- crat,1,2,0
- cy,1,2,0
cylinder,1,3,4
cynicism,1,2,1
cypress,1,2,2
dabble,1,2,4
daemon,1,2,2
dagger,1,4,2
dairy,1,3,1
dairyman,1,2,2
daisy,1,3,1
dally with,1,2,0
damask,1,2,3
damask rose,1,2,0
damnable,1,2,1
damnation,1,3,2
damp down,1,2,0
dampen,1,2,7
damper,1,3,4
damsel,1,2,1
damson,1,2,1
danger,1,2,4
dangle,1,4,2
Danish pastry,1,2,0
dappled,1,2,2
Darby and Joan,1,2,0
daresay,1,2,0
darken,1,2,3
darning,1,2,2
dashed,1,2,7
daughter,1,2,1
daunt,1,2,1
daylight,1,3,2
day,1,24,10
day - to - day,1,2,0
DC,1,2,2
dead beat,1,2,0
dead end,1,3,0
dead letter,1,2,0
dead shot,1,2,0
dead wood,1,2,0
deaf,1,3,4
dealer,1,2,5
deal with,1,3,0
dean,1,3,4
deanery,1,2,2
dearly,1,2,3
deathblow,1,2,1
deathwatch,1,2,2
death,1,10,8
death warrant,1,2,0
debase,1,2,3
debatable,1,2,3
debater,1,2,1
debauchery,1,2,1
debris,1,2,1
debt,1,4,3
decamp,1,2,3
decant,1,2,1
deceit,1,2,3
decent,1,2,7
deception,1,2,3
decided,1,2,5
decide,1,5,4
deciduous,1,2,2
decision,1,4,5
decisive,1,3,4
deck,1,5,7
declaim,1,2,2
declamation,1,2,2
declaration,1,3,6
declare,1,7,8
declension,1,2,4
declination,1,3,4
decompose,1,2,3
decorate,1,4,4
decoration,1,3,3
decorator,1,2,2
dedicate to,1,2,0
dedication,1,3,5
deduce,1,2,2
deduction,1,4,6
deed,1,2,2
deep - seated,1,2,0
def,1,2,0
deface,1,2,1
defection,1,2,2
defective,1,3,3
defence,1,7,11
defend,1,5,7
deference,1,2,3
defer,1,2,2
defiance,1,3,3
deficiency,1,2,2
deficit,1,3,4
define,1,4,5
definite,1,4,2
definite article,1,2,0
definitely,1,4,1
definition,1,3,2
definitive,1,2,3
deflate,1,3,6
deflation,1,2,3
deflection,1,3,5
deform,1,3,6
deformation,1,4,3
deformity,1,3,2
defrost,1,3,1
defuse,1,2,1
defy,1,3,3
degeneracy,1,3,2
degeneration,1,2,3
degrade,1,2,3
degree,1,4,7
dehydrate,1,3,3
deify,1,3,2
deity,1,3,1
delegacy,1,3,3
delegation,1,2,2
deletion,1,2,4
delft,1,2,1
deliberation,1,3,5
delicacy,1,2,7
delicate,1,7,7
delicatessen,1,2,2
delicious,1,2,3
delineate,1,2,6
delinquency,1,3,3
delirious,1,2,2
delirium,1,2,2
deliver,1,10,12
delivery,1,4,7
Delphic,1,2,2
delphinium,1,2,1
delta,1,2,3
delusion,1,2,3
delusive,1,2,1
delve,1,2,1
demagnetize,1,2,2
demarcate,1,2,2
demesne,1,2,2
demi -,1,2,0
demigod,1,2,2
demise,1,2,2
democracy,1,4,3
democratic,1,3,3
demolish,1,2,3
demolition,1,2,2
demon,1,3,3
demonetize,1,2,1
demoniacal,1,2,1
demonstrable,1,2,2
demonstrate,1,4,4
demonstration,1,2,5
demonstrative,1,2,3
demonstrator,1,3,3
demure,1,2,1
den,1,3,4
denial,1,4,5
denomination,1,4,3
denotation,1,2,2
denote,1,2,3
denounce,1,2,4
dense,1,4,4
density,1,2,2
denude,1,2,1
deny,1,4,7
departed,1,2,9
depart,1,2,6
department,1,3,3
departure,1,2,3
dependant,1,2,3
dependence,1,3,2
dependency,1,2,3
depend on,1,4,0
depict,1,2,3
deplete,1,2,1
deplorable,1,2,3
deportment,1,2,1
depose,1,2,2
deposition,1,3,4
depot,1,3,2
depravity,1,2,2
deprecatory,1,2,1
depreciate,1,2,3
depress,1,4,5
depressed,1,5,8
depression,1,5,10
deprivation,1,3,3
depth,1,3,6
deputation,1,2,2
depute,1,2,3
deputize,1,2,2
deputy,1,3,4
dereliction,1,2,2
derisory,1,2,1
derive from,1,2,0
derrick,1,2,2
dervish,1,2,1
descant,1,3,4
descant on,1,2,0
descend on,1,2,0
descent,1,3,6
describe,1,3,4
description,1,3,3
descriptive,1,3,2
desecrate,1,2,2
deserve,1,2,1
desiccate,1,2,4
designation,1,2,3
desirable,1,2,2
desperate,1,3,7
desperation,1,2,2
dessertspoonful,1,2,1
destiny,1,2,3
destitute,1,2,2
destroy,1,2,4
destroyer,1,2,2
destruction,1,2,3
destructive,1,2,1
detached,1,3,9
detachment,1,3,5
detain,1,2,3
detection,1,2,4
detention,1,3,2
determination,1,5,5
determine,1,4,8
detonation,1,2,2
detract from,1,2,0
detriment,1,2,1
detritus,1,2,2
de -,1,7,0
deuce,1,7,4
devaluation,1,2,2
devalue,1,2,3
devastating,1,2,5
develop,1,5,21
developer,1,2,2
development,1,5,9
deviation,1,4,5
device,1,5,5
devilishly,1,2,3
devilment,1,3,1
devious,1,2,3
devise,1,2,5
devoted,1,2,5
devotee,1,2,1
devotion,1,3,4
devour,1,2,4
devout,1,2,2
devoutly,1,2,1
dewdrop,1,2,1
diabolical,1,2,2
diadem,1,2,1
diagnostic,1,2,2
diagonal,1,2,7
dialogue,1,2,4
diameter,1,2,2
diamond,1,6,6
diaper,1,2,2
diaphragm,1,4,4
diary,1,2,2
Diaspora,1,2,3
dice away,1,2,0
dickybird,1,2,1
dictation,1,2,3
dictatorial,1,2,3
dictatorship,1,2,1
diction,1,3,2
dictionary,1,3,1
dictum,1,2,2
didactic,1,2,1
die down,1,2,0
differ,1,4,2
difference,1,4,5
different,1,4,5
differentiate,1,2,6
difficult,1,2,2
difficulty,1,2,4
digger,1,2,2
digging,1,2,9
digit,1,2,3
digital,1,2,3
dignity,1,5,3
dig in,1,5,0
dig into,1,4,0
dig out,1,4,0
dig up,1,2,0
diligence,1,2,3
dilution,1,2,2
dime,1,2,2
dimension,1,2,6
dine,1,2,2
dine off,1,3,0
diner,1,3,3
dingdong,1,2,2
dinky,1,2,3
dinner,1,2,2
dinner jacket,1,2,0
dint,1,2,1
diphthong,1,2,1
dip into,1,4,0
diplomacy,1,2,3
diplomatically,1,2,1
diplomatic,1,3,2
diplomatist,1,2,1
dipper,1,2,5
dire,1,2,2
direction,1,4,9
director,1,3,5
directorate,1,2,1
dirge,1,2,1
dirt,1,8,5
dirty work,1,3,0
dis -,1,3,0
disability,1,2,1
disable,1,2,2
disadvantage,1,3,2
disagreeable,1,2,3
disagreement,1,3,3
disagree,1,2,2
disappear,1,2,4
disappoint,1,2,1
disappointed,1,2,2
disappointment,1,3,2
disapproval,1,2,4
disarm,1,3,3
disburden,1,2,1
disciple,1,2,1
disciplinary,1,2,3
disc,1,4,4
disclose,1,2,2
disclosure,1,2,1
discoloration,1,2,2
discomfit,1,2,1
discomfort,1,3,2
disconnect,1,2,3
discontinuity,1,2,1
discord,1,2,5
discourage,1,3,3
discouragement,1,2,3
discourse,1,2,6
discover,1,2,8
discovery,1,3,4
discretion,1,5,5
discriminate between,1,2,0
discriminating,1,2,5
discrimination,1,2,2
discussion,1,3,2
disembodied,1,2,2
disengage,1,2,3
disentangle,1,2,5
disfavour,1,2,3
disgorge,1,3,2
dish up,1,2,0
disinterested,1,2,1
dislocate,1,2,2
dislocation,1,2,3
dismantle,1,2,3
dismember,1,2,2
dismiss,1,5,6
dismount,1,3,2
disorderly,1,2,3
dispensation,1,4,3
dispenser,1,2,2
dispense,1,2,3
dispense with,1,2,0
disperse,1,2,6
displace,1,2,4
displacement,1,2,7
disposable,1,2,3
disposal,1,3,4
dispose,1,2,5
dispose to,1,2,0
disposition,1,4,4
disproof,1,2,2
disputation,1,2,2
disputatious,1,2,1
disqualification,1,2,2
dissect,1,2,2
dissection,1,3,3
dissension,1,2,2
dissenter,1,2,1
dissenting,1,2,4
dissipate,1,3,4
dissipation,1,2,3
dissolution,1,3,5
dissolve,1,6,12
dissonance,1,3,3
dist .,1,2,0
distaff,1,2,3
distant,1,5,5
distantly,1,3,1
distil,1,4,4
distillation,1,2,2
distinct,1,2,5
distinction,1,3,4
distinguish,1,5,5
distinguishable,1,2,2
distort,1,3,5
distortion,1,2,6
distraction,1,3,4
distribute,1,4,10
distribution,1,3,4
distributive,1,2,1
distributor,1,2,4
district,1,3,2
disturb,1,5,5
disturbance,1,3,7
disunion,1,2,1
ditto,1,2,2
div .,1,4,0
divan,1,3,4
diversion,1,3,3
divert,1,3,4
divertissement,1,2,0
divest of,1,3,0
dividend,1,4,3
divination,1,2,3
divinity,1,3,4
division,1,8,12
DJ,1,2,2
Doctor of Philosophy,1,2,0
doctrine,1,4,1
documentation,1,2,3
dodder,1,2,2
dodgy,1,3,2
dodo,1,2,2
doe,1,2,2
doeskin,1,3,2
dogcart,1,2,1
dogfight,1,2,6
dogma,1,2,2
dogmatic,1,2,3
dogs,1,4,8
dog collar,1,2,0
doings,1,2,14
doldrums,1,2,2
doleful,1,2,1
dole,1,2,2
dollar,1,2,4
dollop,1,3,1
doll's house,1,2,0
doll,1,4,2
dolly,1,2,3
domain,1,2,5
dome,1,4,4
domesticate,1,2,3
domesticity,1,2,2
dominate,1,3,5
dominion,1,3,3
done,1,9,15
donkey,1,2,2
donor,1,2,2
don't,1,2,0
Doomsday,1,2,2
door,1,14,5
doorstep,1,2,1
doorstopper,1,2,1
dopey,1,2,1
dosage,1,2,2
dotted line,1,2,0
doublet,1,2,1
double back,1,2,0
double - barrelled,1,3,0
double - breasted,1,2,0
double - check,1,2,0
double - decker,1,2,0
double - edged,1,2,0
double over,1,2,0
double - talk,1,2,0
double up,1,3,0
doubly,1,2,2
doubtful,1,4,3
doubtless,1,2,1
douche,1,2,3
dough,1,2,2
doughy,1,3,1
douse,1,2,7
dovecote,1,2,1
dowager,1,2,1
dowdy,1,2,4
do away with,1,2,0
do by,1,4,0
do down,1,3,0
do for,1,4,0
do in,1,2,0
do over,1,4,0
do up,1,5,0
do with,1,10,0
downcast,1,2,3
downer,1,2,1
downfall,1,3,3
Downing Street,1,2,0
down -,1,2,0
down at heel,1,2,0
downwards,1,3,1
dozen,1,3,2
dozy,1,3,1
D - day,1,2,0
drachm,1,2,3
drachma,1,2,2
draftsman,1,3,2
dragnet,1,2,2
dragon,1,2,4
drag down,1,2,0
drag out,1,2,0
drag up,1,2,0
drainage,1,4,1
drain away,1,3,0
dram,1,3,3
drama,1,3,4
dramatic,1,3,4
dramatics,1,2,2
dramatis personae,1,2,0
dramatize,1,2,3
drapery,1,4,2
draught,1,8,7
drawing,1,3,42
drawing board,1,2,0
drawing room,1,2,0
draw away,1,2,0
draw back,1,3,0
draw in,1,5,0
draw off,1,2,0
draw out,1,8,0
draw up,1,4,0
dreadful,1,3,3
dreadfully,1,2,2
dreamer,1,2,3
dreamland,1,2,1
dream world,1,2,0
